HYBAS_ID,Ii,Qi
7060382860,0.44573137865627616,0.8104604012987596
7060377320,0.4002657987746923,0.7932111348477683
7060034580,0.19214864981628615,0.72105734490319
7060393220,0.4569846239934826,0.8059941944847605
7060393390,0.4455667973716369,0.8101611479358999
7060374800,0.3264017182286117,0.7574765105797877
7060034330,0.10876354195382673,0.5994648040638607
7060380530,0.4212992869515843,0.7989840348330914
7060377200,0.44315156701955644,0.7975474660110778
7060034520,0.4210194987676976,0.7899592378717227
7060034530,0.3469826078727458,0.7746596608550275
7060374950,0.43063516032274396,0.7994958368344665
7060382790,0.46315642216745323,0.8087916193651296
7060034340,0.2635892709460544,0.7379339737830304
7060380380,0.4472537555391889,0.8049302449571991
7060038340,0.18825218790245268,0.7546015305449267
7060390740,0.17951703622022624,0.7363215985418706
7060390750,0.1734439868170391,0.7283502660861151
7060038180,0.1434449331594258,0.7906159288824384
7060038190,0.18516628881546737,0.7422318247789946
7060035860,0.16691833888109417,0.7180431165704981
7060035870,0.17191338086989438,0.7774552491533624
7060037700,0.13546274085442375,0.7963957426221577
7060035480,0.15333626836624276,0.7512296403805838
7060037900,0.1553400455067252,0.8058140527618884
7060038330,0.1872852728551973,0.7507256894049348
7060038320,0.1901695598684996,0.7453475245928077
7060037890,0.12846392172514104,0.8091955214596724
7060016090,0.13622392929588012,0.7508164005805515
7060016100,0.18756917557119995,0.8068781195794542
7060016260,0.1892561337387519,0.7947508466376392
7060016270,0.19126813994346636,0.822790187263266
7060016850,0.0950580354754959,0.8382801161103048
7060016860,0.12000855822680125,0.8819242864054185
7060017140,0.0903263235421184,0.8384768161332212
7060017150,0.1224155595146498,0.8636284470246735
7060017930,0.09769545056183937,0.8205128205128205
7060017940,0.10668158870314062,0.8552579495975722
7060018020,0.11084549520451283,0.7820029027576197
7060018030,0.11905810130800977,0.8399419448476053
7060018590,0.0835167728901708,0.8664731494920174
7060018600,0.07279018766380982,0.8558780841799709
7060018610,0.09953053188556664,0.7632359437117435
7060018620,0.0961771882110426,0.8077614209689682
7060018780,0.10695314782279534,0.8201552344292296
7060018790,0.105340251233331,0.8445045520517218
7060018950,0.09560938277903727,0.8431422351233671
7060018960,0.10019708608835547,0.8415232566175962
7060019010,0.11022831538711576,0.8452703981826213
7060019020,0.11076320456219323,0.8493721209061652
7060019190,0.11119934496648715,0.8171867440735365
7060019200,0.10556243596759395,0.8462857896820161
7060019440,0.10511395196695208,0.8426903285393852
7060019450,0.12044469863109518,0.8497242380261248
7060019800,0.08541357219563778,0.8369214642799548
7060019840,0.11385321818129453,0.8366896468311563
7060020090,0.09271275216938706,0.8175979680696661
7060020100,0.09742389144218466,0.7810397150019792
7060020430,0.08956102056854605,0.7521943465339691
7060020440,0.08813739245641683,0.7772496371552975
7060020500,0.10621664657403485,0.7493468795355588
7060020680,0.10974691512954605,0.6912969106365333
7060020690,0.1152645026970758,0.7010159651669086
7060020780,0.09599203426582346,0.7361014703098377
7060020790,0.10150550730123724,0.7459482341557813
7060021430,0.035208051316444555,0.44355173128758035
7060021550,0.04488543085323053,0.4398080954684728
7060021560,0.0434618027411013,0.45090924613677114
7060021620,0.04667525232368201,0.4573455894210611
7060021630,0.04667525232368201,0.4573455894210611
7060021690,0.04809888043581125,0.44648995493086857
7060021700,0.08051316444550509,0.5259366768800731
7060021740,0.086207676894022,0.52429808317902
7060021750,0.13719495887525152,0.6049346879535559
7060022240,0.13905884192379064,0.6131531204644413
7060022250,0.13407202899922235,0.6063228015332515
7060022270,0.13407202899922235,0.6063228015332515
7060022280,0.11351994107990011,0.5888756082984719
7060022840,0.07833246242403545,0.5313721111979457
7060022850,0.08150065215334039,0.5323872493683814
7060023220,0.08150065215334039,0.5323872493683814
7060023230,0.08260334676042315,0.5395903886469925
7060023450,0.08260334676042315,0.5395903886469925
7060023460,0.07833246242403545,0.5313721111979457
7060023470,0.08260334676042315,0.5395903886469925
7060023480,0.07833246242403545,0.5313721111979457
7060023720,0.07833246242403545,0.5313721111979457
7060023730,0.07833246242403545,0.5313721111979457
7060023850,0.07833246242403545,0.5313721111979457
7060023860,0.08150065215334039,0.5323872493683814
7060023960,0.08949930258680636,0.5443171012461839
7060023970,0.08150065215334039,0.5323872493683814
7060024030,0.08150065215334039,0.5323872493683814
7060024040,0.08150065215334039,0.5323872493683814
7060024100,0.08889035183364125,0.5406135829037586
7060024110,0.08150065215334039,0.5323872493683814
7060024290,0.07833246242403545,0.5313721111979457
7060024300,0.0875531288959476,0.5514980302716151
7060024580,0.11699672071790357,0.5895708065519386
7060024590,0.10590394213322034,0.5837037373004355
7060024600,0.09660921408322054,0.5679729075955492
7060024610,0.10590394213322034,0.5837037373004355
7060024620,0.09660921408322054,0.5679729075955492
7060024660,0.11391082163091824,0.5909032698710834
7060024680,0.1361663258462564,0.6157939786386811
7060024690,0.09660921408322054,0.5679729075955492
7060024730,0.10246007875214472,0.582939276183342
7060024740,0.10255059845869627,0.5834542815674891
7060024830,0.09855950230619526,0.5794388001935171
7060024840,0.09556412292576151,0.5618287373004355
7060024890,0.0890261313934686,0.5414393673990291
7060024900,0.09219432112277354,0.5420174165457184
7060025090,0.0879728111717776,0.5350332816175366
7060025100,0.08247579626482776,0.5195158614969936
7060025560,0.07904427648010007,0.5163414503037145
7060025570,0.07388876773877659,0.5012280897621971
7060025860,0.04139630761887912,0.4294800648851704
7060025870,0.04139630761887912,0.4294800648851704
7060026040,0.03715011047518731,0.4095156023222061
7060026050,0.03715011047518731,0.4095156023222061
7060026200,0.03715011047518731,0.4095156023222061
7060026210,0.03232787883525825,0.40726726104084593
7060026360,0.03232787883525825,0.40726726104084593
7060026370,0.03232787883525825,0.40726726104084593
7060026460,0.03232787883525825,0.40726726104084593
7060026470,0.028155743269654095,0.38199173830523614
7060026580,0.028155743269654095,0.38199173830523614
7060026590,0.02671565702906094,0.39265844218674406
7060026650,0.02671565702906094,0.39265844218674406
7060026660,0.02671565702906094,0.39265844218674406
7060026740,0.016120736830411334,0.4061787269334439
7060026750,0.014277426442452097,0.4196903725205612
7060026840,0.016120736830411334,0.4061787269334439
7060026850,0.017601968392164286,0.3880624092888244
7060027040,0.01294020350475846,0.45645863570391876
7060027050,0.011516575392629229,0.507801161103048
7060027290,0.01294020350475846,0.45645863570391876
7060027300,0.011516575392629229,0.507801161103048
7060027400,0.014783513892717691,0.4345670053217223
7060027410,0.011516575392629229,0.507801161103048
7060027430,0.016569220831053198,0.41747874766742693
7060028070,0.016569220831053198,0.41747874766742693
7060028080,0.0341053567093618,0.46271072903874066
7060028410,0.041848906151636965,0.43417570221121826
7060028420,0.041848906151636965,0.43417570221121826
7060028670,0.040367674589884016,0.44498367198838895
7060028680,0.040367674589884016,0.44498367198838895
7060028740,0.041848906151636965,0.43417570221121826
7060028750,0.040367674589884016,0.44498367198838895
7060028790,0.041848906151636965,0.43417570221121826
7060028800,0.040367674589884016,0.44498367198838895
7060028840,0.040367674589884016,0.44498367198838895
7060028850,0.040367674589884016,0.44498367198838895
7060028900,0.040367674589884016,0.44498367198838895
7060028910,0.040367674589884016,0.44498367198838895
7060029000,0.040367674589884016,0.44498367198838895
7060029010,0.035228623977024455,0.4438109060750571
7060029460,0.01907908542180126,0.4807173958117354
7060030200,0.029912648483177737,0.47961472489774376
7060030210,0.029912648483177737,0.47961472489774376
7060030400,0.031599606650729715,0.4644412191582003
7060030410,0.029912648483177737,0.47961472489774376
7060030440,0.031599606650729715,0.4644412191582003
7060030450,0.0313938800449307,0.46141751330430575
7060030510,0.031599606650729715,0.4644412191582003
7060030520,0.031599606650729715,0.4644412191582003
7060030610,0.039232063725873415,0.4324655297532656
7060030620,0.029912648483177737,0.47961472489774376
7060030660,0.03308083821248267,0.4488109858211455
7060030670,0.031599606650729715,0.4644412191582003
7060030870,0.039232063725873415,0.4324655297532656
7060030880,0.0313938800449307,0.46141751330430575
7060030940,0.039232063725873415,0.4324655297532656
7060030950,0.04732534839800692,0.49099291385639887
7060031660,0.0490123065655589,0.4802451217545557
7060031670,0.0490123065655589,0.4802451217545557
7060031710,0.04515698997288523,0.4684965423034235
7060031720,0.0490123065655589,0.4802451217545557
7060032050,0.03408889858089788,0.54657606544399
7060032060,0.032303191642562366,0.5697387518142235
7060032070,0.032303191642562366,0.5697387518142235
7060032080,0.03445097740710416,0.6076197387518143
7060032690,0.03926086545068528,0.5770440251572327
7060032700,0.03926086545068528,0.5770440251572327
7060032800,0.035405548858011615,0.5676870299511809
7060032810,0.04216572512456746,0.5312046444121916
7060032940,0.04832517970219016,0.5013660035857593
7060032950,0.03926086545068528,0.5770440251572327
7060033110,0.04832517970219016,0.5013660035857593
7060033120,0.03987393073596636,0.5409735402478508
7060033180,0.04858850975761292,0.5040980107572782
7060033190,0.04289811184121198,0.5404312668463611
7060033390,0.050012137869742145,0.49004192872117397
7060033400,0.05174435589056991,0.5070149975810353
7060033440,0.053225587452322864,0.4940799022229012
7060033450,0.046197966598228286,0.5092525399129173
7060033460,0.053225587452322864,0.4940799022229012
7060033470,0.046197966598228286,0.5092525399129173
7060033480,0.053225587452322864,0.4940799022229012
7060033690,0.053225587452322864,0.4940799022229012
7060033700,0.05658716019107887,0.4990203193033381
7060034000,0.055842429878086415,0.5183714001986097
7060034010,0.06933809521850223,0.53170947182432
7060034100,0.06778280207866164,0.5197829242127847
7060034110,0.07785929123069771,0.549288824383164
7060034570,0.25016766718372624,0.7353773584905661
7060034790,0.11588991157870485,0.6387427431059507
7060034800,0.11084549520451283,0.6306475022238869
7060034860,0.10303611324838197,0.6490255027990877
7060034870,0.11211688562835079,0.659143686502177
7060035320,0.07360897955488992,0.6182182597276936
7060035330,0.07360897955488992,0.6182182597276936
7060035360,0.0703955299723092,0.6207910014513789
7060035370,0.09272921029785099,0.6541944847605226
7060035470,0.14902423870869524,0.6916774883507754
7060037340,0.09679436802843966,0.7759928750494788
7060037350,0.13044712620504362,0.8216877462160481
7060037690,0.11011722301998429,0.7768650217706822
7060038810,0.020111832982912352,0.709433962264151
7060038980,0.0251685929534523,0.7398403483309144
7060039620,0.0251685929534523,0.7398403483309144
7060055790,0.1221028550738353,0.8614223512336721
7060055920,0.11925559884957682,0.8763909046927915
7060055930,0.12483901893096228,0.8807256894049347
7060056620,0.10448442855320708,0.8775312737576888
7060056630,0.10448442855320708,0.8775312737576888
7060056700,0.11479133150373808,0.8802612481857766
7060056710,0.10963582276241458,0.8789418129040771
7060056760,0.10483004925094945,0.8804340313774277
7060056770,0.13335198587892577,0.871096059775305
7060057190,0.1010323361078995,0.8485382541986316
7060057510,0.08422035788200345,0.8737727311534192
7060059430,0.014088157965116997,0.4969521044992743
7060059690,0.021333849021358535,0.4703374455732946
7060059780,0.014133417818392783,0.4985486211901306
7060059960,0.01172230199842825,0.689163038219642
7060059990,0.05823297303747105,0.790052472926203
7060060310,0.05301986084652384,0.7792694726656991
7060060320,0.05823297303747105,0.790052472926203
7060061510,0.05823297303747105,0.790052472926203
7060061520,0.036668710217617605,0.7185937751975487
7060061620,0.036668710217617605,0.7185937751975487
7060061630,0.04188182240856481,0.7386792452830189
7060061820,0.036668710217617605,0.7185937751975487
7060061830,0.04221509950995923,0.7445573294629899
7060061870,0.05301986084652384,0.7792694726656991
7060061880,0.0630387465489362,0.7941633837860254
7060062870,0.05301986084652384,0.7792694726656991
7060062880,0.05301986084652384,0.7792694726656991
7060062930,0.05301986084652384,0.7792694726656991
7060062940,0.05301986084652384,0.7792694726656991
7060063050,0.05301986084652384,0.7792694726656991
7060063060,0.05823297303747105,0.790052472926203
7060063420,0.053402512333310025,0.784893565553943
7060063860,0.11433461843886424,0.7755945070894273
7060073760,0.07691706337613818,0.5898277276456111
7060073860,0.1128286996844154,0.6419308020038391
7060073880,0.10995675626746104,0.6255910857249871
7060074540,0.12240733045041784,0.634978229317852
7060074670,0.12370752259906766,0.6233879328218951
7060075500,0.09810278924132143,0.5767537493952588
7060075830,0.10381375981830228,0.6313748060657625
7060076630,0.10995675626746104,0.6255910857249871
7060093370,0.016569220831053198,0.41747874766742693
7060093380,0.016569220831053198,0.41747874766742693
7060093620,0.016569220831053198,0.41747874766742693
7060093650,0.016569220831053198,0.41747874766742693
7060093830,0.016569220831053198,0.41747874766742693
7060093860,0.018256178998605176,0.40248548621190133
7060096470,0.02671565702906094,0.39265844218674406
7060096520,0.02671565702906094,0.39265844218674406
7060099390,0.0341259293699417,0.40125786163522015
7060099500,0.03348406235984875,0.39371069182389934
7060100460,0.0390880551018141,0.430878084179971
7060100540,0.030270612777268037,0.3813497822931785
7060102570,0.0370266745117079,0.43536526366715045
7060102690,0.0370266745117079,0.43536526366715045
7060105110,0.0370266745117079,0.43536526366715045
7060105150,0.0370266745117079,0.43536526366715045
7060106280,0.035228623977024455,0.4438109060750571
7060106320,0.03775083216412046,0.44388001935171745
7060107570,0.0370266745117079,0.43536526366715045
7060107620,0.03932669796454096,0.4335087082728592
7060108050,0.07972728881135283,0.6391674363372476
7060108080,0.0739093403993565,0.6860820410969368
7060108890,0.05689986463189339,0.47788375146865714
7060108930,0.0763451434120169,0.5178910349447359
7060108980,0.043581124172464736,0.6987729251880196
7060108990,0.05482202591332327,0.6906489736678416
7060109290,0.03462790228809132,0.4071601354620223
7060109330,0.03462790228809132,0.4071601354620223
7060111430,0.07065474549561597,0.7330316742081449
7060111530,0.05482202591332327,0.6906489736678416
7060112130,0.041848906151636965,0.43417570221121826
7060112210,0.04551083973485955,0.44593613933236576
7060112450,0.05672293975090623,0.47639781602045755
7060112520,0.08274324085236648,0.521200497615592
7060113160,0.041848906151636965,0.43417570221121826
7060113180,0.05689986463189339,0.47788375146865714
7060113240,0.04551083973485955,0.44593613933236576
7060113260,0.08457420764397777,0.5327337756583039
