HYBAS_ID,Native.richness,Introduced.richness,p.perm,new_FBI_value,jaccard.S,Jaccard.D,Jaccard.D.scaled,Jaccard.S.scaled,new.FBI,
8050041980,4,0,1,0,1,0,0,1,No change (0),
8050041990,4,0,1,0,1,0,0,1,No change (0),
8050042220,3,0,1,0,1,0,0,1,No change (0),
8050042230,3,0,1,0,1,0,0,1,No change (0),
8050042910,2,0,1,0,1,0,0,1,No change (0),
8050042920,2,0,1,0,1,0,0,1,No change (0),
8050043200,1,0,1,0,1,0,0,1,No change (0),
8050043890,1,0,1,0,1,0,0,1,No change (0),
8050044560,2,0,1,0,1,0,0,1,No change (0),
8050047650,1,0,1,0,1,0,0,1,No change (0),
8050047690,1,0,1,0,1,0,0,1,No change (0),
8050047730,2,0,1,0,1,0,0,1,No change (0),
8050048550,2,0,1,0,1,0,0,1,No change (0),
8050048860,1,0,1,0,1,0,0,1,No change (0),
8050049370,1,0,1,0,1,0,0,1,No change (0),
8050049390,1,0,1,0,1,0,0,1,No change (0),
8050049610,1,0,1,0,1,0,0,1,No change (0),
8050049710,1,0,1,0,1,0,0,1,No change (0),
8050051550,1,0,1,0,1,0,0,1,No change (0),
8050053140,2,0,1,0,1,0,0,1,No change (0),
8050056830,1,0,1,0,1,0,0,1,No change (0),
8050056840,1,0,1,0,1,0,0,1,No change (0),
8050056990,1,0,1,0,1,0,0,1,No change (0),
8050057000,1,0,1,0,1,0,0,1,No change (0),
8050057510,1,0,1,0,1,0,0,1,No change (0),
8050057520,1,0,1,0,1,0,0,1,No change (0),
8050057550,2,0,1,0,1,0,0,1,No change (0),
8050057560,1,0,1,0,1,0,0,1,No change (0),
8050112340,30,0,1,0,1,0,0,1,No change (0),
8050112350,37,0,1,0,1,0,0,1,No change (0),
8050122010,39,0,1,0,1,0,0,1,No change (0),
8050122100,35,0,1,0,1,0,0,1,No change (0),
8050129330,10,0,1,0,1,0,0,1,No change (0),
8050129410,11,0,1,0,1,0,0,1,No change (0),
8050141350,24,0,1,0,1,0,0,1,No change (0),
8050141480,22,0,1,0,1,0,0,1,No change (0),
8050148430,40,0,1,0,1,0,0,1,No change (0),
8050148510,38,0,1,0,1,0,0,1,No change (0),
8050150880,24,0,1,0,1,0,0,1,No change (0),
8050150960,21,0,1,0,1,0,0,1,No change (0),
8050155470,26,0,1,0,1,0,0,1,No change (0),
8050155560,23,0,1,0,1,0,0,1,No change (0),
8050155650,36,0,1,0,1,0,0,1,No change (0),
8050156300,11,0,1,0,1,0,0,1,No change (0),
8050156310,10,0,1,0,1,0,0,1,No change (0),
8050159820,11,0,1,0,1,0,0,1,No change (0),
8050160010,13,0,1,0,1,0,0,1,No change (0),
8050164230,22,0,1,0,1,0,0,1,No change (0),
8050164290,37,0,1,0,1,0,0,1,No change (0),
8050170460,24,0,1,0,1,0,0,1,No change (0),
8050170630,36,0,1,0,1,0,0,1,No change (0),
8050177260,14,0,1,0,1,0,0,1,No change (0),
8050177370,15,0,1,0,1,0,0,1,No change (0),
8050183070,38,0,1,0,1,0,0,1,No change (0),
8050183170,38,0,1,0,1,0,0,1,No change (0),
8050190480,17,1,0.62625,0.12584944,0.944444444,0.055555556,0.182539683,0.817460317,Low change (0 - 0.25),
8050190630,14,0,1,0,1,0,0,1,No change (0),
8050194580,24,0,1,0,1,0,0,1,No change (0),
8050194590,35,0,1,0,1,0,0,1,No change (0),
8050196780,35,0,1,0,1,0,0,1,No change (0),
8050196880,22,0,1,0,1,0,0,1,No change (0),
8050201080,15,0,1,0,1,0,0,1,No change (0),
8050201110,18,0,1,0,1,0,0,1,No change (0),
8050219130,18,0,1,0,1,0,0,1,No change (0),
8050219290,19,0,1,0,1,0,0,1,No change (0),
8050221500,27,0,1,0,1,0,0,1,No change (0),
8050221510,17,0,1,0,1,0,0,1,No change (0),
8050224890,20,0,1,0,1,0,0,1,No change (0),
8050226940,14,0,1,0,1,0,0,1,No change (0),
8050227070,12,0,1,0,1,0,0,1,No change (0),
8050231190,19,0,1,0,1,0,0,1,No change (0),
8050231240,21,0,1,0,1,0,0,1,No change (0),
8050231560,35,1,0.8855,0.06292472,0.972222222,0.027777778,0.091269841,0.908730159,Low change (0 - 0.25),
8050231700,35,0,1,0,1,0,0,1,No change (0),
8050243400,35,0,1,0,1,0,0,1,No change (0),
8050243490,25,0,1,0,1,0,0,1,No change (0),
8050246110,28,3,0.317,0.219221604,0.903225806,0.096774194,0.31797235,0.68202765,Low change (0 - 0.25),
8050246160,28,3,0.30575,0.219221604,0.903225806,0.096774194,0.31797235,0.68202765,Low change (0 - 0.25),
8050251780,17,0,1,0,1,0,0,1,No change (0),
8050251940,20,0,1,0,1,0,0,1,No change (0),
8050252610,37,3,0.46175,0.169896743,0.925,0.075,0.246428571,0.753571429,Low change (0 - 0.25),
8050252760,35,0,1,0,1,0,0,1,No change (0),
8050252780,28,3,0.31375,0.219221604,0.903225806,0.096774194,0.31797235,0.68202765,Low change (0 - 0.25),
8050252880,28,3,0.305,0.219221604,0.903225806,0.096774194,0.31797235,0.68202765,Low change (0 - 0.25),
8050258460,29,3,0.3235,0.212370929,0.90625,0.09375,0.308035714,0.691964286,Low change (0 - 0.25),
8050258570,33,4,0.24175,0.244896207,0.891891892,0.108108108,0.355212355,0.644787645,Low change (0 - 0.25),
8050259520,28,0,1,0,1,0,0,1,No change (0),
8050259590,22,0,1,0,1,0,0,1,No change (0),
8050261040,23,0,1,0,1,0,0,1,No change (0),
8050261050,20,0,1,0,1,0,0,1,No change (0),
8050262310,30,3,0.339,0.205935447,0.909090909,0.090909091,0.298701299,0.701298701,Low change (0 - 0.25),
8050264770,34,4,0.24875,0.23845157,0.894736842,0.105263158,0.345864662,0.654135338,Low change (0 - 0.25),
8050266590,34,4,0.2445,0.23845157,0.894736842,0.105263158,0.345864662,0.654135338,Low change (0 - 0.25),
8050269310,33,3,0.399,0.188774159,0.916666667,0.083333333,0.273809524,0.726190476,Low change (0 - 0.25),
8050269450,35,1,0.88225,0.06292472,0.972222222,0.027777778,0.091269841,0.908730159,Low change (0 - 0.25),
8050270510,22,0,1,0,1,0,0,1,No change (0),
8050270520,31,0,1,0,1,0,0,1,No change (0),
8050271000,32,4,0.2255,0.251698879,0.888888889,0.111111111,0.365079365,0.634920635,Moderate change (0.25 - 0.5),
8050271080,31,3,0.346,0.199878522,0.911764706,0.088235294,0.289915966,0.710084034,Low change (0 - 0.25),
8050272020,32,3,0.3685,0.194167707,0.914285714,0.085714286,0.281632653,0.718367347,Low change (0 - 0.25),
8050272130,31,4,0.2035,0.258890276,0.885714286,0.114285714,0.375510204,0.624489796,Moderate change (0.25 - 0.5),
8050286860,28,0,1,0,1,0,0,1,No change (0),
8050286910,31,0,1,0,1,0,0,1,No change (0),
8050297770,18,1,0.6225,0.119225785,0.947368421,0.052631579,0.172932331,0.827067669,Low change (0 - 0.25),
8050297840,17,1,0.6255,0.12584944,0.944444444,0.055555556,0.182539683,0.817460317,Low change (0 - 0.25),
8050298770,25,0,1,0,1,0,0,1,No change (0),
8050298780,29,2,0.58525,0.146147736,0.935483871,0.064516129,0.211981567,0.788018433,Low change (0 - 0.25),
8050307300,28,1,0.83225,0.078113445,0.965517241,0.034482759,0.113300493,0.886699507,Low change (0 - 0.25),
8050307380,27,1,0.80125,0.080903211,0.964285714,0.035714286,0.117346939,0.882653061,Low change (0 - 0.25),
8050311060,27,2,0.531,0.156226891,0.931034483,0.068965517,0.226600985,0.773399015,Low change (0 - 0.25),
8050311100,29,0,1,0,1,0,0,1,No change (0),
8050311240,28,1,0.82275,0.078113445,0.965517241,0.034482759,0.113300493,0.886699507,Low change (0 - 0.25),
8050311330,28,1,0.82625,0.078113445,0.965517241,0.034482759,0.113300493,0.886699507,Low change (0 - 0.25),
8050315160,29,3,0.32425,0.212370929,0.90625,0.09375,0.308035714,0.691964286,Low change (0 - 0.25),
8050315230,25,2,0.48975,0.167799253,0.925925926,0.074074074,0.243386243,0.756613757,Low change (0 - 0.25),
8050327990,28,1,0.8225,0.078113445,0.965517241,0.034482759,0.113300493,0.886699507,Low change (0 - 0.25),
8050328000,28,3,0.2915,0.219221604,0.903225806,0.096774194,0.31797235,0.68202765,Low change (0 - 0.25),
8050331970,32,4,0.2295,0.251698879,0.888888889,0.111111111,0.365079365,0.634920635,Moderate change (0.25 - 0.5),
8050331980,31,4,0.206,0.258890276,0.885714286,0.114285714,0.375510204,0.624489796,Moderate change (0.25 - 0.5),
8050332600,31,2,0.61025,0.137290298,0.939393939,0.060606061,0.199134199,0.800865801,Low change (0 - 0.25),
8050332620,32,4,0.22425,0.251698879,0.888888889,0.111111111,0.365079365,0.634920635,Moderate change (0.25 - 0.5),
8050333190,20,2,0.3485,0.205935447,0.909090909,0.090909091,0.298701299,0.701298701,Low change (0 - 0.25),
8050333260,23,3,0.1955,0.261379605,0.884615385,0.115384615,0.379120879,0.620879121,Moderate change (0.25 - 0.5),
8050338740,26,3,0.26425,0.234340336,0.896551724,0.103448276,0.339901478,0.660098522,Low change (0 - 0.25),
8050338780,31,3,0.34325,0.199878522,0.911764706,0.088235294,0.289915966,0.710084034,Low change (0 - 0.25),
