HYBAS_ID,FEOW_ID,WSI_n,FBCI_n,CCI_n,SARI_n,Fish_richness_n,Priority_n
7050329370,120,10.361691150655043,86.4661655247046,3.040101321991882,13.636363636363637,30.89430894308943,82.52413980688154
7050334780,120,3.9480255498199366,82.14285716632654,3.8095973758443877,27.272727272727273,29.26829268292683,80.36749928222797
7050305410,120,2.060839256530887,69.69696967705627,3.4685497171975643,18.181818181818183,26.829268292682926,75.55868765171091
7050305280,120,11.904969946584972,74.19354853548387,0.8409722727997232,22.727272727272727,25.203252032520325,78.8997249312328
7050298300,120,3.326938220166528,77.31092450780312,5.678165157215071,18.181818181818183,27.642276422764226,74.4672442620459
7050298200,120,1.5078401574196942,82.14285716632654,6.138313624152278,22.727272727272727,29.26829268292683,75.9115704852139
7050014940,103,45.64534219156921,80.13937283718269,1.94950197759064,13.636363636363637,33.333333333333336,86.31751433793409
7050016260,103,12.598839371456686,78.23129250806608,0.7073222727899566,40.90909090909091,34.146341463414636,83.96702350190724
7050274850,103,1.494227207032992,31.797235180513496,4.021188563010822,18.181818181818183,25.203252032520325,80.0066683337501
7050274860,103,5.122312408967332,75.10204097860058,3.285553705260524,22.727272727272727,28.45528455284553,74.66666666666667
7050234050,103,4.774914159818916,31.797235180513496,3.7099961962894197,13.636363636363637,25.203252032520325,70.39093106609987
7050234040,103,1.2377971589344754,25.274725307221352,22.265391384488677,13.636363636363637,21.13821138211382,76.05645000993836
7050192750,103,13.248879141832179,11.734693974781342,1.8506608296504619,0,21.951219512195124,67.9660391288298
7050192890,103,3.2707842858122933,13.142857146612245,19.744531650990144,4.545454545454546,20.32520325203252,68.18397932816538
7050177910,103,1.6861802203147749,30.80357143737245,3.4437024689993745,9.090909090909092,26.016260162601625,68.56589147286822
7050177760,103,4.399867394940389,21.90476202054422,6.7048730507948004,13.636363636363637,24.390243902439025,68.52024117140397
7050016270,103,5.559387933629342,88.15331015375808,1.1307447138258857,9.090909090909092,33.333333333333336,88.96955946303648
7050016850,103,0.147383583640063,16.428571433265308,6.915488482292972,9.090909090909092,16.260162601626018,91.7002583979328
7050016860,103,0.9498874698140702,41.07142858316327,0.34217896215546767,4.545454545454546,19.51219512195122,100
7050017140,103,0.27932089570175916,0,4.507830699167451,4.545454545454546,15.447154471544716,91.97878416972664
7050017150,103,0.11699510100921938,26.28571429322449,0.5221699247152163,4.545454545454546,20.32520325203252,96.6284237726098
7050017930,103,0.8237772300791698,0,1.7403890919118878,0,16.260162601626018,88.65263935031375
7050017940,103,0.043641029741534214,0,0,4.545454545454546,17.88617886178862,95.27836504580692
7050018020,103,1.0666622433144728,0,12.540106098941033,0,19.51219512195122,81.87700258397932
7050018030,103,0.6488117197574164,24.33862432123961,1.0529854203563866,4.545454545454546,21.951219512195124,88.42951478610395
7050019010,103,1.26583552568711,9.956709859987631,5.816391173861959,9.090909090909092,26.829268292682926,75.07008065147599
7050019020,103,0.9876772853825684,28.571428665306122,0.7410646843692713,4.545454545454546,18.69918699186992,94.15571284125377
7050019190,103,0.3607834437659201,0,2.989046422254574,4.545454545454546,19.51219512195122,88.76830318690783
7050019200,103,0.6683886346979455,13.690476303911563,0.7913589185686232,4.545454545454546,19.51219512195122,92.00689061154176
7050020090,103,0.2073299102140862,12.169312160619805,8.222302773364499,0,21.13821138211382,72.47392094937314
7050020100,103,0.09086354216702411,11.734693974781342,3.0791706913649044,4.545454545454546,22.764227642276424,74.71391657438168
7050021430,111,0.014458578242635954,23.469387620991252,57.569941393971476,0,10.56910569105691,17.128091546696215
7050021550,111,0.0052528412698016865,18.25396840521542,64.71930273159987,0,13.821138211382113,16.192937123169685
7050021560,111,0.007202759619955343,19.327730962665065,68.95798746761844,0,13.008130081300813,17.972336221310233
7050021620,111,0.013662693201756912,17.293233104940924,32.38580305882809,0,14.634146341463415,18.23473412212703
7050021690,111,0.0033559819223732993,17.293233104940924,68.97574733225947,0,14.634146341463415,17.29906160750714
7050021740,110,0.38902714885910145,34.58646620988185,26.005743126830932,4.545454545454546,30.89430894308943,42.60573915408678
7050142810,108,0.36385914150639714,45.63492068446712,9.847892411619805,0,28.45528455284553,41.78007464829171
7050142610,111,0.842225182089212,30.80357143737245,8.296551370756223,0,25.203252032520325,34.67700258397932
7050145540,108,0.2625615464534487,41.07142858316327,10.712614679235411,0,25.203252032520325,36.266149870801044
7050145630,108,0.8036160028711289,39.82683976852196,13.684994238719893,0,26.016260162601625,37.99859055673011
7050144640,108,0.3468668632361227,21.90476202054422,11.769083165071832,0,23.577235772357724,34.136089577950045
7050144740,108,0.9171105361755484,41.07142858316327,11.48154209555548,0,25.203252032520325,36.266149870801044
7050161120,108,2.2150711656527,31.797235180513496,14.150776731606383,0,24.390243902439025,34.40860215053763
7050161180,108,12.608969926847022,33.69963385248561,16.442356074599715,0,30.89430894308943,46.304909560723516
7050021750,110,0.10293446528702295,16.428571433265308,55.94271328409145,4.545454545454546,32.520325203252035,45.91214470284239
7050134090,110,1.680630779219739,37.337662467810766,13.499703429147178,4.545454545454546,35.77235772357724,52.534648813718576
7050159850,109,0.5026873588995309,45.32019689866292,14.041533779322009,4.545454545454546,47.15447154471545,66.48489708634054
7050192440,109,0.1407482900542544,40.35087735438597,19.54782164533141,4.545454545454546,46.34146341463415,65.57686205177025
