HYBAS_ID,FEOW_ID,WSI_n,FBCI_n,CCI_n,SARI_n,Fish_richness_n,Priority_n
7060329370,120,8.942582844751007,86.4661655247046,3.6614349486766984,15,31.932773109243698,81.68645945792375
7060334780,120,3.4073150231059603,82.14285716632654,4.42599995730229,30,30.252100840336134,79.284807848930825
7060305410,120,3.0383361170323715,74.19354853548387,2.0017246797544743,20,26.050420168067227,77.7756800697987
7060305280,120,10.274498445780253,74.19354853548387,1.4763982499293582,25,26.050420168067227,77.7756800697987
7060298200,120,1.4641365218472757,84.48979589556852,2.353260024282492,25,29.41176470588235,76.84332713709382
7060295790,120,1.7993716370517565,54.761904887074834,2.2627335598209095,25,25.210084033613445,76.59071538155578
7060295800,120,4.791816830873049,74.19354853548387,1.6169810449396604,25,26.050420168067227,77.7756800697987
7060289980,120,4.005769466621799,93.87755114110787,3.4725987559419993,10,23.529411764705884,73.25578563717094
7060289830,120,0.8519670759724507,52.57142858644898,4.335975016421863,10,21.008403361344538,71.24041138701062
7060327530,120,1.8475499533547783,76.66666657904761,3.8875240229321277,10,25.210084033613445,76.33160975055402
7060348000,120,0.6646250930738348,57.983193216566626,5.9409848856647045,5,14.285714285714286,45.042666194269046
7060223480,120,0.5527067684884771,49.28571429979592,4.875129621073417,10,17.647058823529413,58.217593532100054
7060223370,120,0.5235851021011173,42.85714299795919,4.229194289026491,5,19.327731092436974,57.64952060023175
7060301180,120,2.9905690632939574,85.71428566734696,6.987318214288587,0,18.48739495798319,68.5117978541271
7060301390,120,6.005580414399531,51.87969931482277,9.995341240991149,5,15.966386554621849,47.24909609098604
7060234190,120,0.40682063849313,52.57142858644898,12.228725986264301,10,21.84873949579832,54.08698920830292
7060234330,120,1.1003244308320177,46.938775570553936,6.8868374636536425,10,17.647058823529413,58.217593532100054
7060290130,120,1.4272452551706143,82.14285716632654,10.568826466470723,5,20.168067226890756,64.15137223705895
7060290340,120,5.191490524906954,97.35449728495844,5.415150430620161,5,22.689075630252102,72.11520856614328
7060245930,120,1.4812311426397702,46.938775570553936,21.318026863870376,10,17.647058823529413,58.217593532100054
7060246020,120,3.657319764069826,34.58646620988185,2.7147284838938406,5,15.966386554621849,60.398168556227766
7060256650,120,2.150389302026573,74.6753246070501,17.13525870303649,10,18.48739495798319,66.16491639504311
7060256810,120,0.9058053345263001,49.28571429979592,11.500268352571789,10,16.80672268907563,62.05579862492188
7060016090,103,0.8624795488888533,61.6071428747449,1.5850254490564106,5,26.89075630252101,75.3622364907097
7060016100,103,99.16871923122343,80.13937283718269,4.068449084182075,20,34.45378151260504,85.89734172811927
7060016260,103,10.87333748974741,78.23129250806608,1.3436046967529054,45,35.294117647058826,83.6183874083755
7060274850,103,1.2895819946748315,31.797235180513496,4.636235233922446,20,26.050420168067227,79.54850807138968
7060274860,103,1.8762862430822937,32.857142866530616,2.958215950962764,10,25.210084033613445,76.01340985283252
7060269780,103,5.90877375263709,26.28571429322449,9.455948660114144,10,21.008403361344538,71.64407068583444
7060269970,103,6.400433594970943,74.19354853548387,5.627850779113658,5,26.050420168067227,71.88971514143948
7060261880,103,3.280499197025471,13.690476303911563,6.684503585991729,10,20.168067226890756,74.60651173362123
7060261890,103,7.9916162119131755,33.9901478382829,4.97271335387501,5,24.369747899159663,72.20629698787745
7060263330,103,15.65910422014199,36.50793648185941,1.7868460084167068,0,21.84873949579832,68.94331117298333
7060263190,103,2.4726501169813253,12.169312160619805,3.4194185661622796,20,22.689075630252102,65.5996868508943
7060234050,103,4.120955255819189,31.797235180513496,4.327037037548829,15,26.050420168067227,69.2854616006408
7060234040,103,1.0682718672933775,25.274725307221352,22.76352646137204,15,21.84873949579832,75.50778671865098
7060257410,103,5.1200255317620265,82.14285716632654,2.593690584976855,15,26.89075630252101,73.00130689243709
7060257320,103,1.6393441463894194,24.33862432123961,2.363914737014234,0,21.84873949579832,69.61506651261752
7060192750,103,11.434349648342184,11.734693974781342,2.4796165697040764,0,22.689075630252102,66.44695721347804
7060192890,103,2.822826766398596,13.142857146612245,20.258820776754334,5,21.008403361344538,66.72924597988522
7060177760,103,32.8665497934122,22.66009844933146,1.1045251876198903,10,24.369747899159663,68.18569236888462
7060178710,103,7.872806686852147,13.142857146612245,2.8500290955294316,10,21.008403361344538,66.0092050684698
7060178720,103,5.638743957849321,12.637362489324962,3.754884070601361,5,21.84873949579832,68.04407593088769
7060174580,103,4.272426879986332,23.469387620991252,2.4088637909099906,10,23.529411764705884,62.44348299010496
7060173970,103,2.4780744895553446,21.90476202054422,2.4558798363698338,10,25.210084033613445,65.24916188419799
7060176450,103,14.252776996204517,13.142857146612245,6.879594484319277,10,21.008403361344538,66.0092050684698
7060176340,103,1.7412318439717018,12.169312160619805,6.196352233566475,15,22.689075630252102,64.46830943677355
7060171990,103,0.940729027313027,14.935064789981448,2.4954840365090285,10,18.48739495798319,55.30479521047169
7060171730,103,0.11922574671029573,39.42857143983674,3.155062659189631,5,21.008403361344538,54.5049150519916
7060174770,103,0.6032970507608778,41.07142858316327,4.951560377005267,10,20.168067226890756,59.04880959145407
7060174890,103,0.4356288331228038,13.690476303911563,4.717265432152475,5,20.168067226890756,59.98636286152621
7060174100,103,3.922142596003985,0,9.56772930321462,15,21.008403361344538,68.7420876186147
7060174230,103,3.4360352746341514,0,9.458493763204086,10,19.327731092436974,66.11640483525495
7060190090,103,2.2814726228704405,0,8.251652060160293,0,16.80672268907563,65.69853806628625
7060190200,103,1.8203768530883255,0,8.077865733579802,0,15.966386554621849,69.35166770839251
7060016270,103,4.797989659136845,88.15331015375808,1.7643137867822634,15,34.45378151260504,88.88753379834499
7060016850,103,0.12719838425051164,16.428571433265308,7.511988046047525,10,16.80672268907563,91.79839763622934
7060016860,103,0.8197935649892988,41.07142858316327,0.980801283220544,5,20.168067226890756,100
7060017140,103,0.24106583857391725,0,5.119758894872528,5,15.966386554621849,91.83536145893456
7060017150,103,0.1010122528139892,26.28571429322449,1.159638832903577,5,21.008403361344538,96.5618501051196
7060017930,103,0.7109550036301066,0,2.370051469624361,0,16.80672268907563,88.45957156656628
