HYBAS_ID,area_m2,overlap_area_m2,perc_overlap
7060329370,15552454903.051254,1860390113.8029926,11.962035096067055
7060334780,8652472569.741781,922577470.9951253,10.662587642536243
7060305410,1396587294.0994766,69815766.77617897,4.999026345946844
7060305280,990029647.6769056,27549675.60272279,2.7827121811319304
7060298200,15879957375.57525,1622056007.1357596,10.214485900513953
7060295790,3392909937.127746,941414751.6694527,27.746529354280575
7060295800,1076177058.6875787,215484636.06663558,20.023158301611055
7060289980,7261764605.175557,1072989041.9129142,14.775871985001833
7060289830,7079346077.417421,1734541853.6308727,24.501441724454327
7060327530,65941882.66351605,123756.18566199159,0.1876746320596981
7060348000,1572747283.0809999,981958310.73626,62.43586120286352
7060223480,2814023044.963072,253461766.61797002,9.007096337453632
7060223370,4440126913.288244,372889013.2563742,8.39816114580883
7060301180,2992975276.6139226,44202952.12059195,1.4768899852256914
7060301390,4323143617.672792,458399684.95354915,10.60338784674269
7060234190,1638441636.5111523,20926405.658611774,1.277213981400755
7060234330,3516124817.2799993,933606321.1450486,26.552138210703994
7060290130,8817292983.627945,2630014794.2305293,29.82791656253197
7060290340,2705790043.7074833,238933790.30283752,8.830463060446833
7060245930,1822048982.1759024,1322134489.060435,72.56305961004044
7060246020,818047143.3784935,85881917.55022678,10.498406876104815
7060256650,4452331207.478846,866718296.2682979,19.46661773078381
7060256810,1461561822.8815105,108169109.87756135,7.400926063072918
7060016090,1044637552.0637504,712602728.4852237,68.21530846535528
7060016100,698675097.0956411,20150111.52084926,2.884046047241745
7060016260,19144610104.388687,6714549194.803594,35.07279154911783
7060274850,16073854250.34221,3583903552.8141475,22.296479095782807
7060274860,706280500.785156,15392564.203043265,2.1793839962920822
7060269780,995753905.4979017,64719437.203727454,6.499541387323621
7060269970,7248292271.012132,129743329.09839518,1.7899847887932667
7060261880,5050420060.125253,659403819.6592537,13.0564153438536
7060261890,3576785783.8567348,592168937.2585473,16.555896076617433
7060263330,2000170364.8620512,99213368.10696045,4.960245879545518
7060263190,20712039141.94157,7129050121.689071,34.419837046623044
7060234050,25677598253.990406,5264226867.771748,20.50124320701865
7060234040,19782943224.487793,5589517342.581541,28.254225264432364
7060257410,11997930777.215378,684443023.6046841,5.704675550424686
7060257320,3332804244.712159,374794736.4657612,11.245627073969677
7060192750,2706307487.0187006,78862815.84548296,2.914037529872821
7060192890,12326295638.200882,1724717113.9456408,13.992177086849239
7060177760,312355557.84566885,220489.25504174395,0.07058918898785373
7060178710,708916002.9521474,4878616.819766697,0.6881798124813961
7060178720,3597473601.1409774,202124561.00949323,5.618514085701345
7060174580,4451573823.5062475,31111981.65748748,0.6988984770555231
7060173970,936306246.364054,1488670.4486498595,0.15899396745784772
7060176450,3144483878.59629,14829394.081883958,0.47160025792543914
7060176340,15573866889.137693,1083415649.6914458,6.9566258489540305
7060171990,298015083.35022444,2656671.1814336525,0.891455275205503
7060171730,5537321765.437938,1245162334.381278,22.486725300183096
7060174770,14368719199.650576,4114182917.0478587,28.63291334378578
7060174890,3613321695.1247153,577535587.6197106,15.983508703333891
7060174100,6515058036.649688,429326961.7819255,6.589764194989477
7060174230,5366329896.640583,145204752.7588697,2.7058484207199123
7060190090,4724980970.002804,910225690.0297914,19.26411335428619
7060190200,7202537015.703382,5215535477.64371,72.41247724617732
7060016270,18544325847.847897,3643208931.0021553,19.64594971472072
7060016850,5768175289.995562,644590209.1697458,11.174941411502108
7060016860,5399092231.184344,239591679.1302228,4.4376289359603325
7060017140,5861551785.647498,716327984.6058725,12.220790855415826
7060017150,19005142043.086155,2744697151.219457,14.441866022348123
7060017930,5379101701.42736,1889526345.071371,35.12717271305691
7060017940,1051562382.6134439,389641747.6917127,37.053602728098504
7060018020,7798834244.927813,4565699257.615057,58.543355509632555
7060018030,11526301789.125757,4591022513.81345,39.83083731283829
7060018590,3188009023.365662,3172628687.3582525,99.5175566977796
7060018600,157043421.30524662,15527042.994652854,9.887101838206142
7060018610,1310227179.4540071,113073510.80165441,8.630069088383129
7060018620,2274996978.15828,378796023.5692217,16.650396778806947
7060018780,2019526231.5492804,285191110.069748,14.12168386894205
7060018790,2618538923.490894,1140142576.6037204,43.541173529081796
7060018950,1375853047.2997653,539573499.7054006,39.21737868476302
7060018960,491315484.3106533,138441576.97719547,28.177735365177377
7060019010,3772353173.574324,731931858.0484092,19.402527397902674
7060163080,2443029933.548235,60036876.46006928,2.4574760888366294
7060162660,3085910573.4948897,378405411.9437615,12.26235831958039
7060162570,4372155024.280905,626035922.7230773,14.318703688372588
7060148380,12172390479.639633,2132524514.500241,17.519356761247895
7060148370,2990791030.819144,752101611.6092925,25.147247128238856
7060140470,12625816372.457361,938526933.4954218,7.433396034040026
7060140620,10458975640.91423,713278393.7551178,6.819772970546563
7060019020,4536693032.555141,1686759193.8693643,37.18036864661644
7060019190,19924434040.584343,1365857333.7455103,6.855187610164371
7060019200,3504955638.3379164,124898369.61314812,3.563479327583619
7060019440,720697542.6960875,5202995.519642708,0.7219388455493555
7060019450,607708919.1089271,7137780.1560010435,1.1745393117591634
7060019840,1672124288.2481537,80674145.58179808,4.8246500663128655
7060020090,240840579.99395022,356420.2142935274,0.14799009963457177
7060123570,13156371572.381985,1536249823.5191875,11.676850376771826
7060123580,9423289024.422588,1548625755.304396,16.43402586178543
7060108080,5077373923.358236,1452957354.9196122,28.616315773698396
7060108050,3623169106.700151,176140777.55771032,4.861511355679803
7060108990,6964028615.476875,3156951919.582467,45.33226518579273
7060108980,3597840802.71469,1651108803.7123013,45.89165819861971
7060111430,4061956450.923453,2243761641.625804,55.23844651548893
7060111530,3522490119.538714,3134552704.644757,88.98684164528589
7060020500,16755605759.297321,3046547244.7529364,18.182256663937522
7060020680,347138753.5938471,6632066.249116927,1.9104943428115362
7060020780,1786939643.1028378,559135849.1461349,31.290136256379242
7060020790,1067922718.2336665,1062342758.212468,99.47749402405937
7060021430,2685560842.6762342,462495039.71120876,17.221543908508878
7060021550,7930454376.541227,5665421151.365884,71.43879634595149
7060021560,2330652396.0541077,2258171.8030624688,0.096890115698319
7060021620,5877133940.945066,557299578.5731201,9.482505999914375
7060099390,6780834747.122233,421966547.06245404,6.222929223301533
7060100460,18854141959.20131,856398150.6970552,4.542228188109672
7060100540,8366494843.555408,2724917186.284131,32.56940017578683
7060108890,3017151488.082015,55804836.21887017,1.849586818537407
7060108930,1423500611.5321593,1148377782.8143284,80.67279869857538
7060112450,2537840016.463353,247761962.63080114,9.762710061451143
7060112520,1514860688.6638868,726121695.8144431,47.93323249115965
7060021690,14065222617.324602,1247771844.9751403,8.87132666807718
7060021740,14400899568.594091,2924081773.4321203,20.30485498148355
7060114060,20952108369.29511,4667785182.419642,22.278355476913184
7060114090,9511481594.382965,144389418.95469004,1.5180539174880983
7060121810,4312219745.500612,3509336.660429038,0.08138121124487438
7060123710,6364100234.972692,16940170.213327415,0.2661832715995886
7060130730,20420916767.97642,311151133.4726433,1.5236883681960003
7060142810,3805169172.6221795,220391877.2803853,5.791907462776775
7060135250,8363129157.066296,448956895.871535,5.368288441320985
7060145540,8896586652.114193,761963249.0858041,8.564669562395938
7060145630,15479186871.09102,4283840257.462327,27.674840372027816
7060118090,2626543689.57591,14456168.178529201,0.5503875011065716
7060139370,4559334636.791405,237437611.1041764,5.207725030494169
7060114740,27606769588.25848,823938.1274532356,0.002984551034915969
7060114730,17447724618.75868,3620434268.8189607,20.750180025918688
7060140020,928200846.6480532,1530659.6446473943,0.16490608149895128
7060140080,9756231191.04965,711418357.2682604,7.291938283718761
7060137710,5193480131.219859,2188963.0575116863,0.04214828982117501
7060174110,3177574415.797348,35415256.07965396,1.1145374252633269
7060163190,101597017.03189848,1026329.5554149225,1.0101965445429222
7060144640,27050628950.849415,2215927939.567564,8.191779731236089
7060144740,5515682078.331569,100190477.72989993,1.8164657844131293
7060161120,11241807818.20835,2095637668.6150339,18.641464989471984
7060161180,252754771.0863684,1850428.056325893,0.7321041056406354
